sent,claim,formula,row_index,column,scenario,file
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",more than doubles,"=VLOOKUP($A16,[51]!PhysicalUnits_Data,MATCH($B16,[51]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",more than doubles,"=VLOOKUP($A17,[51]!PhysicalUnits_Data,MATCH($B17,[51]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",growth Southeast Asia,=G17-G16,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India and Southeast Asia are the growth centres for coal use in the New Policies Scenario , 
with demand more than doubling over the period to 2040",more than doubles,=G17/G16,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"a downwards revision of more than 40 Mtce in 2040 of coal
 demand in China in the New Policies Scenario, compared with the WEO-2017",more than 40 Mtce,=G30-G31,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"a downward revision of US coal demand by some
 95 Mtce in 2040 compared with the WEO-2017",-95,=G34-G35,TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
The projection for coal-fired power generation is essentially flat over the period to 2040,flat,=(G55/G53)^(1/(B55-B53))-1,PGOUTcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
putting related investment on a downward trajectory in the New Policies Scenario. ,downward trajectory,"=VLOOKUP($A59,[34]!data_World,MATCH($B59,INDEX([34]!data_World,1,0),0),FALSE)",PG_Generation_Coal,2040,NPS,templates_temp/data/Ch05-Coal.csv
The efficiency of the coal fleet gradually increases ,rising plant efficiencies,"=VLOOKUP($A62,[1]!PG_Data,MATCH($B62,[1]!PG_Time,0),FALSE)",PGEff_coal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Over the outlook period, electricity-based routes 
account for the majority of steel production growth. ",majority of growth,=(G78-G77)/(G82-G81),IRONSTLtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Alongside efficiency improvements, this means that coal 
use in the iron and steel industry declines by around 50 Mtce by 2040",around 50 Mtce,=G92-G88,BFCOOWNUSEcoal_Mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Alongside efficiency improvements, this means that coal 
use in the iron and steel industry declines by around 50 Mtce by 2040",efficiency improvements as less input by similar output,=G80-G79,BFCOOWNUSEcoal_Mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,=G101-G98,CTGTRANcoal_Mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,"=VLOOKUP(A105,[1]!Balance_Data,MATCH(B105,[1]!Balance_Time,0),FALSE)/0.7",CTLcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,"=VLOOKUP(A106,[1]!Balance_Data,MATCH(B106,[1]!Balance_Time,0),FALSE)/0.7",CTGcoal,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,"=VLOOKUP(A107,[1]!Balance_Data,MATCH(B107,[1]!Balance_Time,0),FALSE)/0.7",CTLcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,"=VLOOKUP(A108,[1]!Balance_Data,MATCH(B108,[1]!Balance_Time,0),FALSE)/0.7",CTGcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Coal use as a feedstock for coal-to-gas and coal-to-liquids 
projects grows by almost 180 Mtce in the New Policies Scenario",grows by almost 180 Mtce,=SUM(G107:G108)-SUM(G105:G106),CTGcoal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A7,[32]!data_World,MATCH($B7,[32]!time_World,0),FALSE)",COAL_PROD,2014,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A8,[32]!data_World,MATCH($B8,[32]!time_World,0),FALSE)",COAL_PROD,2015,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A9,[32]!data_World,MATCH($B9,[32]!time_World,0),FALSE)",COAL_PROD,2016,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A10,[32]!data_World,MATCH($B10,[32]!time_World,0),FALSE)",COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A11,[32]!data_World,MATCH($B11,[32]!time_World,0),FALSE)",COAL_PROD,2025,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A12,[32]!data_World,MATCH($B12,[32]!time_World,0),FALSE)",COAL_PROD,2030,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A13,[32]!data_World,MATCH($B13,[32]!time_World,0),FALSE)",COAL_PROD,2035,NPS,templates_temp/data/Ch05-Coal.csv
"The projections in the New Policies Scenario 
imply that coal production peaked in 2014",peak year,"=VLOOKUP($A14,[32]!data_World,MATCH($B14,[32]!time_World,0),FALSE)",COAL_PROD,2040,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A19,[1]!PhysicalUnits_Data,MATCH($B19,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2014,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A20,[1]!PhysicalUnits_Data,MATCH($B20,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2015,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A21,[1]!PhysicalUnits_Data,MATCH($B21,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2016,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A22,[1]!PhysicalUnits_Data,MATCH($B22,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2017,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A23,[1]!PhysicalUnits_Data,MATCH($B23,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2025,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A24,[1]!PhysicalUnits_Data,MATCH($B24,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2030,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A25,[1]!PhysicalUnits_Data,MATCH($B25,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2035,NPS,templates_temp/data/Ch05-Coal.csv
mirroring the trends on the demand side. ,peak year,"=VLOOKUP($A26,[1]!PhysicalUnits_Data,MATCH($B26,[1]!PhysicalUnits_Time,0),FALSE)",TPEDcoal_mtce,2040,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",fourth largest in 2017,"=VLOOKUP($A28,[32]!data_INDIA,MATCH($B28,[32]!time_INDIA,0),FALSE)",COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",fourth largest in 2017,"=VLOOKUP($A29,[32]!data_AU,MATCH($B29,[32]!time_AU,0),FALSE)",COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",fourth largest in 2017,"=VLOOKUP($A30,[32]!data_US,MATCH($B30,[32]!time_US,0),FALSE)",COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",fourth largest in 2017,"=VLOOKUP($A31,[32]!data_CHINA,MATCH($B31,[32]!time_CHINA,0),FALSE)",COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",second largest by 2025,"=VLOOKUP($A32,[32]!data_INDIA,MATCH($B32,[32]!time_INDIA,0),FALSE)",COAL_PROD,2025,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",second largest by 2025,"=VLOOKUP($A33,[32]!data_AU,MATCH($B33,[32]!time_AU,0),FALSE)",COAL_PROD,2025,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",second largest by 2025,"=VLOOKUP($A34,[32]!data_US,MATCH($B34,[32]!time_US,0),FALSE)",COAL_PROD,2025,NPS,templates_temp/data/Ch05-Coal.csv
"India overtakes Australia and the United States in the early 2020s 
to become the world’s second-largest coal producer behind China ",largest,"=VLOOKUP($A35,[32]!data_CHINA,MATCH($B35,[32]!time_CHINA,0),FALSE)",COAL_PROD,2025,NPS,templates_temp/data/Ch05-Coal.csv
"Steam coal accounts for the majority of coal production growth 
in India as coking coal output is limited by its small resource base",vast majority steam,=(G40-G39)/(G38-G37),PROD_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Steam coal accounts for the majority of coal production growth 
in India as coking coal output is limited by its small resource base",limited coking coal growth,=(G42/G41)^(1/(B42-B41))-1,PROD_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Coal production in China, by far the world’s largest coal producer, 
declines at an average rate of 0.4% per year. ",By far the largest,=G46/G48,COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Coal production in China, by far the world’s largest coal producer, 
declines at an average rate of 0.4% per year. ",-0.004,=(G47/G46)^(1/(B47-B46))-1,COAL_PROD,2017,NPS,templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,=G52-G53,Production Coal[CHINA],2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,"=VLOOKUP($A55,[32]!data_CHINA,MATCH($B55,[32]!time_CHINA,0),FALSE)",PROD_COKING,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,"=HLOOKUP(B56,[45]Result!$B$1:$BT$12832,MATCH(A56,[45]Result!$A$1:$A$12832,0))","Production[COKING,CHINA]",2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,=G55-G56,"Production[COKING,CHINA]",2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,"=VLOOKUP($A58,[32]!data_CHINA,MATCH($B58,[32]!time_CHINA,0),FALSE)",PROD_STEAM,2017,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,"=VLOOKUP($A59,[32]!data_CHINA,MATCH($B59,[32]!time_CHINA,0),FALSE)",PROD_STEAM,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,"=HLOOKUP(B60,[45]Result!$B$1:$BT$12832,MATCH(A60,[45]Result!$A$1:$A$12832,0))","Production[STEAM,CHINA]",2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
"This is a downward revision for coal production in 
China compared with the WEO-2017,",downward revision,=G59-G60,"Production[STEAM,CHINA]",2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,=G63-G64,PGINcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A66,[19]!Balance_Data,MATCH(B66,[19]!Balance_Time,0),FALSE)/0.7",TOTINDcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A67,[19]!Balance_Data,MATCH(B67,[19]!Balance_Time,0),FALSE)/0.7",BFCOTRANcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A68,[19]!Balance_Data,MATCH(B68,[19]!Balance_Time,0),FALSE)/0.7",BFCOOWNUSEcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A69,[19]!Balance_Data,MATCH(B69,[19]!Balance_Time,0),FALSE)/0.7",NEU_Feedstock_coal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A70,[19]!Balance_Data,MATCH(B70,[19]!Balance_Time,0),FALSE)/0.7",CTLcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A71,[19]!Balance_Data,MATCH(B71,[19]!Balance_Time,0),FALSE)/0.7",CTGcoal,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A72,[48]!Balance_Data,MATCH(B72,[48]!Balance_Time,0),FALSE)/0.7",TOTINDcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A73,[48]!Balance_Data,MATCH(B73,[48]!Balance_Time,0),FALSE)/0.7",BFCOTRANcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A74,[48]!Balance_Data,MATCH(B74,[48]!Balance_Time,0),FALSE)/0.7",BFCOOWNUSEcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A75,[48]!Balance_Data,MATCH(B75,[48]!Balance_Time,0),FALSE)/0.7",NEU_Feedstock_coal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A76,[48]!Balance_Data,MATCH(B76,[48]!Balance_Time,0),FALSE)/0.7",CTLcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference power ,"=VLOOKUP(A77,[48]!Balance_Data,MATCH(B77,[48]!Balance_Time,0),FALSE)/0.7",CTGcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference industry,=SUM(G66:G71)-SUM(G72:G77),CTGcoal,2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference industry,"=VLOOKUP($A79,[32]!data_CHINA,MATCH($B79,[32]!time_CHINA,0),FALSE)",nettrade_steam,2040,NPS (WEO-2018),templates_temp/data/Ch05-Coal.csv
reflecting lower demand for steam coal.,difference industry,"=HLOOKUP(B80,[45]Result!$B$1:$BT$12832,MATCH(A80,[45]Result!$A$1:$A$12832,0))","Net Trade[STEAM,CHINA]",2040,NPS (WEO-2017),templates_temp/data/Ch05-Coal.csv
Coking coal production in China declines by around 40% ,declines by around 40%,=G85/G84-1,PROD_COKING,2040,NPS,templates_temp/data/Ch05-Coal.csv
as domestic steel maufacturing decreases ,domestic steel production decreases,"=VLOOKUP($A89,[19]!KeyIndicators_Data,MATCH($B89,[19]!KeyIndicators_Time,0),FALSE)",Prod_Steel,2040,NPS,templates_temp/data/Ch05-Coal.csv
and more of it is made in electric arc furnaces,more of it,=G92/G94,IRONSTLtotal,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Even though the New Policies Scenario projects a decline in coal production in China, 
investment needs in coal mining increase between the mid-2020s and mid-2030s",Prod 2017 < Prod 2040,"=VLOOKUP($A99,[32]!data_CHINA,MATCH($B99,[32]!time_CHINA,0),FALSE)",COAL_PROD,2040,NPS,templates_temp/data/Ch05-Coal.csv
"Even though the New Policies Scenario projects a decline in coal production in China, 
investment needs in coal mining increase between the mid-2020s and mid-2030s",Prod 2017 < Prod 2040,"=VLOOKUP($A100,[34]!data_CHINA,MATCH($B100,INDEX([34]!data_CHINA,1,0),0),FALSE)",Coal_Mining,2017,NPS,templates_temp/data/Ch05-Coal.csv
"Even though the New Policies Scenario projects a decline in coal production in China, 
investment needs in coal mining increase between the mid-2020s and mid-2030s",Prod 2017 < Prod 2040,"=VLOOKUP($A101,[34]!data_CHINA,MATCH($B101,INDEX([34]!data_CHINA,1,0),0),FALSE)",Coal_Mining,2018,NPS,templates_temp/data/Ch05-Coal.csv
